@relation 'd-weka.filters.unsupervised.attribute.StringToNominal-R12,14-weka.filters.unsupervised.attribute.NumericToNominal-R1-weka.filters.unsupervised.attribute.RenameAttribute-find([굚s굚S]+)-replace객실등급-R1-weka.filters.unsupervised.attribute.RenameNominalValues-R1-N1:1등급,2:2등급,3:3등급-weka.filters.unsupervised.attribute.RenameNominalValues-R2-N1:구조,0:사망-weka.filters.unsupervised.attribute.Remove-R10,13-14-weka.filters.unsupervised.attribute.Reorder-R1,3-last,2-weka.filters.unsupervised.attribute.StringToNominal-R2,7-weka.filters.unsupervised.attribute.Remove-R2,7'

@attribute 객실등급 {1등급,2등급,3등급}
@attribute 성별 {female,male}
@attribute 나이 numeric
@attribute 동승_배우자_형제수 numeric
@attribute 동승_부모_자녀수 numeric
@attribute 요금 numeric
@attribute 탑승위치 {C,Q,S}
@attribute 구명정번호 {2,11,3,10,D,4,9,6,B,8,A,5,7,C,14,'5 9',13,1,15,'5 7','8 10',12,16,'13 15 B','C D','15 16','13 15'}
@attribute 구조여부 {사망,구조}

@data
3등급,male,10,4,1,29.125,Q,?,사망
3등급,male,4,4,1,29.125,Q,?,사망
3등급,male,7,4,1,29.125,Q,?,사망
3등급,male,2,4,1,29.125,Q,?,사망
3등급,male,8,4,1,29.125,Q,?,사망
3등급,female,39,0,5,29.125,Q,?,사망
3등급,female,22,0,0,39.6875,S,?,사망
3등급,male,35,0,0,7.125,S,?,사망
3등급,female,?,0,0,7.7208,Q,13,구조
3등급,male,?,0,0,14.5,S,?,사망
3등급,female,?,0,0,14.5,S,?,사망
3등급,male,50,1,0,14.5,S,?,사망
3등급,female,47,1,0,14.5,S,?,사망
3등급,male,?,0,0,8.05,S,?,사망
3등급,male,?,0,0,7.775,S,?,사망
3등급,female,2,1,1,20.2125,S,?,사망
3등급,male,18,1,1,20.2125,S,?,사망
3등급,female,41,0,2,20.2125,S,?,사망
3등급,female,?,0,0,8.05,S,C,구조
3등급,male,50,0,0,8.05,S,?,사망
3등급,male,16,0,0,8.05,S,?,사망
3등급,male,?,0,0,7.75,Q,14,구조
3등급,male,?,0,0,24.15,Q,?,사망
3등급,male,?,0,0,7.2292,C,?,사망
3등급,male,25,0,0,7.225,C,?,사망
3등급,male,?,0,0,7.225,C,?,사망
3등급,male,?,0,0,7.7292,Q,?,사망
3등급,male,?,0,0,7.575,S,?,사망
3등급,male,38.5,0,0,7.25,S,?,사망
3등급,male,?,8,2,69.55,S,?,사망
3등급,male,14.5,8,2,69.55,S,?,사망
3등급,female,?,8,2,69.55,S,?,사망
3등급,female,?,8,2,69.55,S,?,사망
3등급,female,?,8,2,69.55,S,?,사망
3등급,female,?,8,2,69.55,S,?,사망
3등급,male,?,8,2,69.55,S,?,사망
3등급,male,?,8,2,69.55,S,?,사망
3등급,male,?,8,2,69.55,S,?,사망
3등급,male,?,1,9,69.55,S,?,사망
3등급,female,?,1,9,69.55,S,?,사망
3등급,male,24,0,0,9.325,S,?,사망
3등급,female,21,0,0,7.65,S,C,구조
3등급,male,39,0,0,7.925,S,?,사망
3등급,male,?,2,0,21.6792,C,?,사망
3등급,male,?,2,0,21.6792,C,?,사망
3등급,male,?,2,0,21.6792,C,?,사망
3등급,female,1,1,1,16.7,S,13,구조
3등급,female,24,0,2,16.7,S,13,구조
3등급,female,4,1,1,16.7,S,13,구조
3등급,male,25,0,0,9.5,S,11,구조
3등급,male,20,0,0,8.05,S,?,사망
3등급,male,24.5,0,0,8.05,S,?,사망
3등급,male,?,0,0,7.725,Q,?,사망
3등급,male,?,0,0,7.8958,S,?,사망
3등급,male,?,0,0,7.75,Q,?,사망
3등급,male,29,0,0,9.5,S,11,구조
3등급,male,?,0,0,15.1,S,?,사망
3등급,female,?,0,0,7.7792,Q,?,구조
3등급,male,?,0,0,8.05,S,?,사망
3등급,male,?,0,0,8.05,S,?,사망
3등급,male,22,0,0,7.2292,C,?,사망
3등급,male,?,0,0,8.05,S,?,사망
3등급,male,40,0,0,7.8958,S,?,사망
3등급,male,21,0,0,7.925,S,?,사망
3등급,female,18,0,0,7.4958,S,16,구조
3등급,male,4,3,2,27.9,S,?,사망
3등급,male,10,3,2,27.9,S,?,사망
3등급,female,9,3,2,27.9,S,?,사망
3등급,female,2,3,2,27.9,S,?,사망
3등급,male,40,1,4,27.9,S,?,사망
3등급,female,45,1,4,27.9,S,?,사망
3등급,male,?,0,0,7.8958,S,?,사망
3등급,male,?,0,0,8.05,S,?,사망
3등급,male,?,0,0,8.6625,S,?,사망
3등급,male,?,0,0,7.75,Q,?,사망
3등급,female,?,0,0,7.7333,Q,13,구조
3등급,male,19,0,0,7.65,S,?,사망
3등급,male,30,0,0,8.05,S,?,사망
3등급,male,?,0,0,8.05,S,?,사망
3등급,male,32,0,0,8.05,S,?,사망
3등급,male,?,0,0,7.8958,S,?,사망
3등급,male,33,0,0,8.6625,C,?,사망
3등급,female,23,0,0,7.55,S,C,구조
3등급,male,21,0,0,8.05,S,?,사망
3등급,male,60.5,0,0,?,S,?,사망
3등급,male,19,0,0,7.8958,S,?,사망
3등급,female,22,0,0,9.8375,S,?,사망
3등급,male,31,0,0,7.925,S,9,구조
3등급,male,27,0,0,8.6625,S,?,사망
3등급,female,2,0,1,10.4625,S,?,사망
3등급,female,29,1,1,10.4625,S,?,사망
3등급,male,16,0,0,8.05,S,B,구조
3등급,male,44,0,0,7.925,S,15,구조
3등급,male,25,0,0,7.05,S,?,사망
3등급,male,74,0,0,7.775,S,?,사망
3등급,male,14,0,0,9.225,S,13,구조
3등급,male,24,0,0,7.7958,S,?,사망
3등급,male,25,0,0,7.7958,S,'13 15',구조
3등급,male,34,0,0,8.05,S,?,사망
3등급,male,0.4167,0,1,8.5167,C,16,구조
3등급,male,?,1,0,6.4375,C,?,사망
3등급,male,?,0,0,6.4375,C,?,사망
3등급,male,?,0,0,7.225,C,?,사망
3등급,female,16,1,1,8.5167,C,14,구조
3등급,male,?,0,0,8.05,S,?,사망
3등급,male,?,1,0,16.1,S,?,사망
3등급,female,?,1,0,16.1,S,10,구조
3등급,male,32,0,0,7.925,S,?,사망
3등급,male,?,0,0,7.75,Q,?,사망
3등급,male,?,0,0,7.8958,S,?,사망
3등급,male,30.5,0,0,8.05,S,?,사망
3등급,male,44,0,0,8.05,S,?,사망
3등급,male,?,0,0,7.2292,C,?,사망
3등급,male,25,0,0,0,S,15,구조
3등급,male,?,0,0,7.2292,C,?,사망
3등급,male,7,1,1,15.2458,C,C,구조
3등급,female,9,1,1,15.2458,C,C,구조
3등급,female,29,0,2,15.2458,C,C,구조
3등급,male,36,0,0,7.8958,S,?,사망
3등급,female,18,0,0,9.8417,S,15,구조
3등급,female,63,0,0,9.5875,S,15,구조
3등급,male,?,1,1,14.5,S,?,사망
3등급,male,11.5,1,1,14.5,S,?,사망
3등급,male,40.5,0,2,14.5,S,?,사망
3등급,female,10,0,2,24.15,S,?,사망
3등급,male,36,1,1,24.15,S,?,사망
3등급,female,30,1,1,24.15,S,?,사망
3등급,male,?,0,0,9.5,S,?,사망
3등급,male,33,0,0,9.5,S,?,사망
3등급,male,28,0,0,9.5,S,?,사망
3등급,male,28,0,0,9.5,S,?,사망
3등급,male,47,0,0,9,S,?,사망
3등급,female,18,2,0,18,S,?,사망
3등급,male,31,3,0,18,S,?,사망
3등급,male,16,2,0,18,S,?,사망
3등급,female,31,1,0,18,S,?,사망
3등급,male,22,0,0,7.225,C,'13 15',구조
3등급,male,20,0,0,7.8542,S,?,사망
3등급,female,14,0,0,7.8542,S,?,사망
3등급,male,22,0,0,7.8958,S,?,사망
3등급,male,22,0,0,9,S,?,사망
3등급,male,?,0,0,8.05,S,?,사망
3등급,male,?,0,0,7.55,S,?,사망
3등급,male,?,0,0,8.05,S,?,사망
3등급,male,32.5,0,0,9.5,S,?,사망
3등급,female,38,0,0,7.2292,C,C,구조
3등급,male,51,0,0,7.75,S,?,사망
3등급,male,18,1,0,6.4958,S,?,사망
3등급,male,21,1,0,6.4958,S,?,사망
3등급,female,47,1,0,7,S,?,구조
3등급,male,?,0,0,8.7125,S,?,사망
3등급,male,?,0,0,7.55,S,?,사망
3등급,male,?,0,0,8.05,S,?,사망
3등급,male,28.5,0,0,16.1,S,?,사망
3등급,male,21,0,0,7.25,S,?,사망
3등급,male,27,0,0,8.6625,S,?,사망
3등급,male,?,0,0,7.25,S,?,사망
3등급,male,36,0,0,9.5,S,?,사망
3등급,male,27,1,0,14.4542,C,C,사망
3등급,female,15,1,0,14.4542,C,?,구조
3등급,male,45.5,0,0,7.225,C,?,사망
3등급,male,?,0,0,7.225,C,?,사망
3등급,male,?,0,0,14.4583,C,?,사망
3등급,female,14.5,1,0,14.4542,C,?,사망
3등급,female,?,1,0,14.4542,C,?,사망
3등급,male,26.5,0,0,7.225,C,?,사망
3등급,male,27,0,0,7.225,C,?,사망
3등급,male,29,0,0,7.875,S,?,사망
